31,540,202,27,67,0.31
35,541,203,27,66,0.29
59,570,228,25,62,0.53
60,572,229,24,60,0.57
61,574,229,25,59,0.54
62,576,217,26,70,0.37
322,456,179,20,35,0.25
323,584,184,30,64,0.6
324,589,188,29,64,0.47
327,457,203,21,34,0.31
329,457,211,20,35,0.29
331,458,219,21,35,0.33
332,458,219,21,35,0.33
334,443,212,19,35,0.35
334,458,212,20,36,0.38
335,443,209,18,36,0.5
335,458,211,20,33,0.58
336,443,208,18,36,0.28
336,459,209,18,34,0.29
337,442,204,20,37,0.31
337,458,204,20,37,0.34
338,442,208,18,37,0.41
339,443,209,18,36,0.54
339,458,210,19,34,0.56
340,443,211,19,36,0.5
340,459,212,19,33,0.49
342,444,218,18,36,0.29
342,459,219,20,34,0.39
343,444,220,19,36,0.28
343,458,220,20,36,0.25
346,459,220,20,37,0.29
347,459,221,21,36,0.32
348,459,220,21,36,0.37
349,464,219,19,35,0.27
350,465,218,18,34,0.32
351,465,218,18,35,0.29
352,464,217,18,35,0.36
354,449,218,20,35,0.36
354,465,218,18,35,0.34
355,449,218,19,36,0.45
355,465,218,19,37,0.42
356,465,218,20,38,0.4
362,466,219,21,37,0.28
363,466,219,22,36,0.34
364,466,218,21,37,0.3
365,457,219,21,36,0.26
365,472,218,19,37,0.37
366,457,218,21,37,0.27
366,472,218,19,38,0.42
367,457,218,21,38,0.35
367,473,218,19,38,0.46
368,457,218,20,38,0.31
368,473,217,19,39,0.42
369,458,218,19,39,0.29
369,473,218,20,39,0.54
370,473,219,20,37,0.51
371,474,219,20,38,0.42
372,474,220,21,36,0.38
373,460,222,18,40,0.37
373,475,223,18,36,0.3
374,460,222,18,39,0.41
374,475,224,20,36,0.3
375,461,222,18,39,0.25
377,465,223,19,38,0.39
377,481,224,18,37,0.28
378,465,221,18,41,0.59
378,482,224,18,37,0.4
379,465,220,19,43,0.65
379,483,224,19,38,0.35
380,466,221,19,42,0.68
380,483,224,19,38,0.38
381,466,221,20,42,0.61
382,464,221,26,44,0.44
383,467,224,21,39,0.38
383,485,223,28,44,0.32
384,471,224,22,38,0.41
384,486,222,27,44,0.42
385,472,223,21,41,0.55
385,487,222,27,44,0.47
386,473,223,27,44,0.66
386,488,223,26,43,0.49
387,473,223,26,44,0.72
387,489,223,26,43,0.48
388,473,222,26,43,0.73
388,490,223,26,43,0.6
389,474,223,26,42,0.59
389,492,223,26,43,0.56
390,474,223,27,43,0.62
390,493,223,27,45,0.54
391,475,223,27,43,0.63
391,493,223,27,44,0.4
392,477,221,26,46,0.84
392,501,221,26,48,0.67
393,478,221,26,46,0.87
393,502,221,26,48,0.85
394,479,221,26,47,0.83
394,503,222,27,47,0.89
395,480,221,26,49,0.8
395,504,222,26,47,0.9
396,486,223,28,48,0.54
396,506,223,27,46,0.78
397,485,223,28,48,0.72
397,509,224,26,47,0.73
398,486,223,28,48,0.86
398,512,223,25,48,0.51
399,486,223,28,48,0.88
399,516,223,27,48,0.48
400,488,222,29,50,0.91
400,516,222,28,50,0.74
401,490,220,29,53,0.94
401,517,222,28,50,0.85
402,492,221,29,52,0.95
402,518,222,29,49,0.92
403,493,220,29,53,0.94
403,520,223,29,48,0.84
404,495,220,29,53,0.83
404,523,223,29,49,0.85
405,500,222,29,52,0.89
405,527,221,26,52,0.68
406,501,222,29,53,0.95
406,531,220,30,52,0.78
407,502,222,29,54,0.97
407,531,219,30,53,0.87
408,506,222,29,55,0.97
408,533,219,29,53,0.94
409,508,221,29,54,0.95
409,535,220,28,54,0.95
410,510,223,29,54,0.92
410,539,221,29,55,0.94
411,511,222,29,56,0.81
411,543,220,27,57,0.75
412,517,221,30,57,0.97
412,547,218,30,58,0.95
413,520,219,29,59,0.98
413,549,217,29,58,0.96
414,524,220,29,59,0.98
414,553,218,29,57,0.96
415,525,221,29,59,0.96
415,555,220,29,56,0.94
416,528,219,28,63,0.83
416,560,219,27,59,0.76
417,535,221,30,59,0.98
417,564,216,30,60,0.96
418,538,219,30,60,0.97
418,568,217,30,59,0.94
419,541,219,29,64,0.95
419,573,218,29,61,0.94
420,543,219,29,63,0.89
420,574,218,29,60,0.73
421,548,219,32,62,0.95
421,580,216,32,62,0.95
422,552,219,30,63,0.96
422,582,218,33,61,0.93
423,556,219,30,64,0.94
423,587,219,32,63,0.92
424,559,218,31,68,0.69
424,594,218,32,64,0.76
425,566,220,32,67,0.89
425,595,220,34,62,0.88
426,571,219,32,69,0.66
426,599,219,36,66,0.67
427,574,228,31,62,0.68
427,606,218,31,71,0.34
428,579,229,32,60,0.37
428,614,216,25,74,0.31
429,582,229,31,61,0.83
429,616,225,24,68,0.31
430,588,229,30,60,0.77
430,619,226,21,69,0.43
431,591,228,31,66,0.7
432,596,229,33,67,0.92
433,602,227,32,66,0.83
434,606,226,32,70,0.64
435,613,226,27,70,0.6
436,617,229,23,67,0.66
437,621,229,21,70,0.38
441,455,215,28,57,0.61
443,459,218,28,55,0.51
444,461,217,30,59,0.85
445,462,215,31,60,0.76
446,466,215,32,61,0.79
447,468,213,33,66,0.95
448,472,212,32,64,0.85
449,459,217,17,40,0.39
449,475,212,32,66,0.88
450,478,211,31,66,0.68
451,481,213,34,65,0.72
452,486,210,32,72,0.81
453,491,212,30,68,0.84
454,495,211,30,68,0.4
455,502,211,31,71,0.75
456,507,210,31,71,0.84
457,509,208,32,74,0.5
458,516,207,33,76,0.67
459,482,218,19,41,0.35
459,519,207,32,75,0.72
460,483,218,20,41,0.41
460,525,208,31,77,0.84
461,529,207,35,80,0.68
462,490,218,19,42,0.46
462,534,206,34,80,0.81
463,540,207,33,82,0.48
464,497,220,19,44,0.45
464,545,195,41,103,0.4
465,495,219,28,49,0.42
465,550,191,42,111,0.29
466,505,221,18,42,0.31
466,560,196,38,104,0.51
467,505,222,19,43,0.44
467,563,208,37,85,0.46
468,503,218,28,51,0.57
468,525,218,27,52,0.43
468,572,208,35,86,0.4
469,507,217,29,53,0.51
469,579,208,39,84,0.47
470,510,214,30,56,0.55
470,532,206,33,61,0.66
470,591,204,39,88,0.46
471,516,209,31,59,0.29
471,538,208,29,58,0.63
472,518,215,29,57,0.56
472,540,209,30,57,0.31
473,523,214,30,58,0.54
473,547,204,31,66,0.33
474,525,215,30,58,0.48
475,527,215,30,60,0.51
475,554,214,29,60,0.44
476,533,216,29,60,0.76
476,558,215,27,60,0.73
477,538,217,29,59,0.79
477,563,214,30,62,0.52
478,542,217,29,61,0.87
478,566,212,30,64,0.78
479,544,215,30,66,0.49
479,572,215,29,65,0.86
480,550,218,31,64,0.87
480,578,218,32,64,0.36
481,557,217,30,68,0.91
481,582,218,31,66,0.86
482,559,217,29,69,0.83
482,585,218,30,65,0.85
483,563,219,30,65,0.69
483,591,220,29,65,0.62
