0,513
1,532
2,512
3,499
4,531
5,537
6,516
7,555
8,510
9,530
10,542
11,534
12,551
13,524
14,543
15,510
16,510
17,535
18,523
19,509
20,514
21,556
22,520
23,519
24,551
25,504
26,484
27,516
28,533
29,536
30,516
31,525
32,530
33,504
34,522
35,535
36,539
37,546
38,509
39,538
40,519
41,496
42,531
43,582
44,528
45,510
46,541
47,544
48,531
49,547
50,524
51,515
52,541
53,524
54,540
55,508
56,504
57,496
58,490
59,572
60,527
61,510
62,504
63,568
64,510
65,526
66,522
67,543
68,510
69,519
70,512
71,513
72,532
73,543
74,476
75,519
76,512
77,541
78,501
79,553
80,568
81,448
82,502
83,527
84,528
85,473
86,460
87,493
88,476
89,499
90,465
91,503
92,504
93,509
94,520
95,500
96,521
97,533
98,511
99,438
100,527
101,450
102,477
103,443
104,470
105,466
106,471
107,469
108,527
109,471
110,522
111,496
112,453
113,480
114,486
115,470
116,473
117,491
118,498
119,470
120,508
121,485
122,440
123,477
124,470
125,502
126,503
127,528
128,527
129,515
130,552
131,508
132,481
133,477
134,493
135,511
136,503
137,501
138,532
139,493
140,538
141,514
142,498
143,516
144,516
145,562
146,534
147,535
148,480
149,508
150,519
151,524
152,517
153,503
154,503
155,493
156,534
157,568
158,530
159,502
160,505
161,456
162,513
163,496
164,455
165,473
166,499
167,554
168,500
169,588
170,519
171,431
172,521
173,491
174,517
175,519
176,487
177,481
178,529
179,491
180,432
181,499
182,502
183,555
184,480
185,518
186,518
187,484
188,489
189,557
190,507
191,572
192,463
193,496
194,517
195,522
196,466
197,497
198,529
199,481
200,455
201,513
202,504
203,502
204,507
205,510
206,486
207,512
208,492
209,427
210,508
211,528
212,524
213,532
214,520
215,556
216,586
217,546
218,505
219,501
220,512
221,527
222,492
223,526
224,604
225,573
226,562
227,610
228,527
229,561
230,561
231,629
232,497
233,628
234,505
235,547
236,559
237,552
238,610
239,622
240,575
241,536
242,621
243,555
244,560
245,584
246,557
247,570
248,571
249,586
250,543
251,589
252,585
253,544
254,530
255,477
256,572
257,503
258,557
259,591
260,618
261,579
262,558
263,619
264,600
265,549
266,564
267,616
268,589
269,570
270,602
271,544
272,572
273,483
274,562
275,581
276,537
277,607
278,514
279,596
280,524
281,511
282,483
283,523
284,530
285,463
286,594
287,517
288,539
289,647
290,637
291,661
292,537
293,610
294,653
295,652
296,656
297,639
298,632
299,647
300,611
301,582
302,653
303,621
304,473
305,511
306,713
307,562
308,510
309,736
310,562
311,622
312,606
313,489
314,569
315,686
316,561
317,571
318,513
319,697
320,701
321,763
322,711
323,744
324,727
325,745
326,730
327,552
328,691
329,741
330,526
331,704
332,711
333,653
334,711
335,711
336,730
337,594
338,715
339,683
340,769
341,722
342,696
343,700
344,727
345,715
346,714
347,680
348,693
349,693
350,687
351,666
352,694
353,701
354,700
355,640
356,646
357,748
358,708
359,734
360,711
361,694
362,698
363,658
364,668
365,629
366,699
367,704
368,691
369,671
370,664
371,725
372,679
373,702
374,666
375,631
376,637
377,658
378,648
379,676
380,690
381,686
382,612
383,649
384,693
385,631
386,612
387,622
388,639
389,655
390,669
391,681
392,676
393,629
394,644
395,629
396,581
397,629
398,600
399,671
400,617
401,647
402,635
403,617
404,602
405,695
406,569
407,572
408,611
409,673
410,596
411,630
412,662
413,628
414,679
415,684
416,636
417,630
418,742
419,663
420,714
421,687
422,624
423,667
424,589
425,615
426,595
427,630
428,602
429,603
430,574
431,501
432,530
433,479
434,540
435,537
436,604
437,549
438,558
439,539
440,549
441,516
442,481
443,533
444,487
445,500
446,495
447,545
448,572
449,546
450,579
451,574
452,577
453,496
454,488
455,592
456,651
457,559
458,499
459,540
460,482
461,560
462,587
463,587
464,587
465,511
466,598
467,583
468,571
469,491
470,469
471,570
472,496
473,471
474,505
475,475
476,538
477,529
478,559
479,531
480,503
481,539
482,474
483,519
484,508
485,551
486,560
487,565
488,500
489,444
490,473
491,501
492,578
493,566
494,496
495,526
496,590
497,558
498,596
499,545
500,537
501,487
502,535
503,473
504,491
505,503
506,451
507,517
508,496
509,492
510,452
511,485
512,429
513,454
514,414
515,475
516,479
517,395
518,500
519,374
520,511
521,435
522,361
523,454
524,446
525,482
526,462
527,443
528,443
529,418
530,500
531,485
532,431
533,452
534,470
535,495
536,489
537,470
538,437
539,455
540,459
541,461
542,403
543,476
544,424
545,458
546,458
547,390
548,440
549,474
550,444
551,440
552,482
553,480
554,480
555,431
556,473
557,477
558,488
559,393
560,463
561,444
562,494
563,465
564,440
565,409
566,467
567,457
568,445
569,465
570,381
571,457
572,419
573,504
574,483
575,408
576,488
577,430
578,427
579,453
580,491
581,384
582,433
583,423
584,415
585,461
586,404
587,430
588,423
589,473
590,425
591,480
592,411
593,412
594,518
595,416
596,455
597,402
598,437
599,390
600,377
601,418
602,398
603,377
604,409
605,420
606,399
607,461
608,385
609,418
610,381
611,437
612,401
613,360
614,427
615,396
616,440
617,459
618,324
619,378
620,321
621,458
622,348
623,346
624,374
625,390
626,382
627,417
628,435
629,312
630,406
631,335
632,399
633,353
634,394
635,417
636,419
637,404
638,386
639,371
640,433
641,393
642,408
643,388
644,427
645,461
646,404
647,462
648,465
649,517
650,413
651,486
652,527
653,523
654,482
655,480
656,485
657,440
658,463
659,536
660,565
661,507
662,505
663,516
664,419
665,516
666,559
667,418
668,491
669,538
670,516
671,540
672,588
673,528
674,548
675,555
676,570
677,579
678,551
679,547
680,577
681,534
682,608
683,627
684,633
685,544
686,648
687,637
688,650
689,651
690,600
691,569
692,574
693,570
694,611
695,583
696,572
697,580
698,573
699,630
700,652
701,636
702,592
703,591
704,630
705,623
706,642
707,664
708,637
709,702
710,611
711,625
712,576
713,600
714,581
715,575
716,575
717,609
718,561
719,502
720,608
721,570
722,623
723,578
724,603
725,562
726,541
727,642
728,522
729,569
730,573
731,639
732,560
733,508
734,597
735,561
736,529
737,553
738,494
739,570
740,505
741,561
742,576
743,615
744,556
745,508
746,516
747,490
748,585
749,518
750,545
751,525
752,600
753,594
754,553
755,523
756,572
757,517
758,471
759,427
760,478
761,511
762,492
763,533
764,467
765,510
766,491
767,521
768,513
769,489
770,404
771,464
772,473
773,476
774,475
775,536
776,498
777,467
778,498
779,515
780,498
781,552
782,507
783,534
784,497
785,471
786,526
787,489
788,507
789,508
790,510
791,529
792,481
793,494
794,541
795,508
796,518
797,531
798,503
799,528
800,532
801,553
802,546
803,606
804,584
805,546
806,571
807,498
808,605
809,530
810,541
811,553
812,531
813,548
814,554
815,470
816,558
817,536
818,526
819,467
820,559
821,571
822,451
823,476
824,523
825,524
826,481
827,498
828,502
829,552
830,538
831,529
832,516
833,558
834,541
835,517
836,549
837,555
838,566
839,553
840,556
841,542
842,553
843,523
844,570
845,561
846,574
847,578
848,529
849,569
850,546
851,614
852,614
853,639
854,605
855,583
856,616
857,617
858,626
859,668
860,627
861,633
862,663
863,692
864,735
865,714
866,728
867,754
868,774
869,780
870,720
871,768
872,736
873,821
874,845
875,804
876,780
877,746
878,812
879,846
880,888
881,794
882,670
883,724
884,667
885,741
886,769
887,697
888,617
889,795
890,780
891,766
892,761
893,749
894,733
895,669
896,686
897,671
898,649
899,704
900,642
901,688
902,679
903,670
904,661
905,664
906,703
907,690
908,625
909,609
910,673
911,582
912,591
913,631
914,624
915,589
916,633
917,559
918,498
919,565
920,553
921,607
922,545
923,583
924,561
925,584
926,580
927,502
928,512
929,617
930,656
931,616
932,618
933,573
934,585
935,605
936,630
937,558
938,574
939,534
940,584
941,532
942,549
943,494
944,553
945,499
946,463
947,535
948,546
949,568
950,623
951,568
952,483
953,646
954,567
955,589
956,531
957,592
958,507
959,550
960,539
961,510
962,525
963,516
964,502
965,473
966,538
967,561
968,493
969,470
970,504
971,475
972,498
973,521
974,497
975,482
976,478
977,503
978,517
979,511
980,538
981,511
982,480
983,513
984,505
985,507
986,507
987,453
988,460
989,509
990,515
991,488
992,529
993,518
994,563
995,523
996,543
997,517
998,458
999,538
1000,499
1001,502
1002,538
1003,517
1004,519
1005,511
1006,487
1007,570
1008,489
1009,532
1010,528
1011,510
1012,496
1013,537
1014,527
1015,564
1016,543
1017,492
1018,483
1019,558
1020,568
1021,614
1022,547
1023,546
1024,549
1025,521
1026,513
1027,486
1028,526
1029,441
1030,494
1031,601
1032,543
1033,555
1034,562
1035,584
1036,590
1037,597
1038,663
1039,621
1040,645
1041,646
1042,645
1043,700
1044,661
1045,669
1046,571
1047,624
1048,676
1049,635
1050,634
1051,526
1052,614
1053,756
1054,688
1055,615
1056,740
1057,802
1058,663
1059,642
1060,810
1061,629
1062,778
1063,763
1064,830
1065,659
1066,858
1067,762
1068,790
1069,825
1070,710
1071,891
1072,785
1073,881
1074,830
1075,857
1076,926
1077,920
1078,889
1079,918
1080,981
1081,897
1082,954
1083,948
1084,973
1085,927
1086,904
1087,951
1088,862
1089,822
1090,803
1091,780
1092,803
1093,801
1094,781
1095,777
1096,789
1097,847
1098,844
1099,747
1100,832
1101,896
1102,826
1103,755
1104,802
1105,795
1106,821
1107,856
1108,759
1109,855
1110,696
1111,775
1112,781
1113,798
1114,780
1115,768
1116,707
1117,743
1118,678
1119,714
1120,747
1121,717
1122,709
1123,717
1124,714
1125,747
1126,690
1127,628
1128,804
1129,715
1130,680
1131,706
1132,674
1133,698
1134,690
1135,712
1136,693
1137,683
1138,636
1139,626
1140,641
1141,666
1142,713
1143,706
1144,672
1145,640
1146,663
1147,701
1148,720
1149,653
1150,577
1151,660
1152,677
1153,596
1154,592
1155,679
1156,614
1157,620
1158,637
1159,605
1160,503
1161,615
1162,617
1163,630
1164,649
1165,568
1166,634
1167,576
1168,604
1169,591
1170,456
1171,495
1172,519
1173,580
1174,567
1175,539
1176,549
1177,463
1178,484
1179,488
1180,510
1181,478
1182,510
1183,507
1184,494
1185,496
1186,356
1187,529
1188,426
1189,470
1190,473
1191,433
1192,467
1193,539
1194,524
1195,373
1196,559
1197,505
1198,501
1199,488
1200,440
1201,444
1202,431
1203,427
1204,451
1205,449
1206,407
1207,446
